Screen Name;Followers;Follows;User Since;Location.1;Bio
@ivebeenfarting1;1225;1688;9/12/2018;;http://Paypal.me/CaptainCrunk
@aux_frontieres;271;183;1/02/2016;Paris;Journaliste
@TrickOrTreakle;1317;1658;30/01/2019;Portland, OR;Born into Reagan, I was raised in Hell. My generation is zero, I never made it as a working class hero. Be an adult. Wear a mask.
@judemgreen;4185;4591;4/08/2012;;2016 Election: a Deal Between Putin +Trump Campaign Guaranteeing Them a Win! +@GOPMajority In Exchange For Pushing Putin’s Agendas.
@amintheother;2163;1623;4/02/2017;that school in baltimore;using these hands in the service of others
@Locoslugg;1399;2840;13/06/2011;locoville;HAPPILY MARRIED 33 YEARS. NO I DON'T WANT A GF! DETERMINED TO GET INTO GOOD TROUBLE! LOVE OUR MILITARY! and DEVOUT ANTI-TRUMPER!!
@exposethehype;7;6;17/12/2008;;Reporters today are either ignorant or afraid to ask real questions or both, and report the most awful lies as fact. We need to correct it where we can.
@BornInTheUSA56;8;3;15/09/2012;USA;Really, really tired of the state of World Affairs.
@NBCNightlyNews;1008671;479;12/09/2007;New York;Breaking news, in-depth reporting, context on news around the world | Full episodes: http://nbcnightlynews.com | Nightly News Kids Edition: http://nbcnews.com/nightlykids
@maiwahba66;697;3201;4/02/2011;Egypt;"Mother of 3; 26,24,and 16. It takes a lot of energy to sit around and judge people all day but I'm on it."
@sakissnie;263;127;7/09/2019;En casita, qué más se hace f;"19. respect the likes of others, nobody likes to be insulted by anything. 💜 𝐁𝐋𝐀𝐂𝐊𝐏𝐈𝐍𝐊 ; 𝐽𝑒𝑛𝑛𝑖𝑒/𝐿𝑖𝑠𝑎. 𝐒𝐄𝐏𝐓𝐈𝐄𝐌𝐁𝐑𝐄 ; 𝑀𝑎𝑖𝑎."
@CroonMixer;1199;1035;10/04/2014;Like My Facebook Page!;Singer and songwriter. Vive la résistance! Black lives truly matter. #SpreadLove
@Ericwsommervil1;0;5;20/07/2020;;on the search up information
@Steinerspencer;123;36;25/08/2009;San Salvador;
@TrumpsOneNDone;5;2;4/06/2020;;
@spauley311;13278;13308;17/10/2015;United States;🦋 B.S.W., M.S.W., Teacher. Book reader & reviewer. Married. ❤️🐶🐱,music🎶& books📚No Human is illegal. 🌈NO DMs. 🌊🍑#Resist #PRU #WTP2020
@DeirdreJones54;1229;1110;20/05/2009;Ohio, USA;Frmr legal assistant & substitute teacher. OSU grad. Speech Pathology Major.Proud Mom of 3 in 20's. Dog & Cat possessor. Hiker. Gardener. #ShutUpAndListen
@Quester64;4;268;9/11/2016;;
@GillowayScott;3;33;6/03/2020;;
@rl93930;4367;4408;30/08/2015;California, USA;#resist #TrumpIsACompleteFailure Dyslexia has humiliated me my whole life. Husband, father, Bop Bop for 2 grands Life long Democrat
@Idemudum_reborn;678;1335;18/12/2019;;Patriot. My account was hacked over a year ago. I'm back in the fight on the day I predicted 3 yrs ago. Trump* is how it will be forever known from this day on.
@PhilaMcDuck;287;686;19/03/2014;Johannesburg, South Africa;Entrepreneur|| Mawela media||🇿🇦 I.G: PhilaMcDuck
@LaVeldaV1;36;1225;3/09/2018;;#Illuminati #Blackwater #666
@BeansResister;762;944;21/07/2020;;I’m resisting because I know it’s #AmericaorTrump. #BidenHarris2020 #WearAMask #blacklivesmatter As a warning, I do tell a lot of jokes.
@Myeyesroll;330;1938;8/01/2015;San Antonio, TX;#bluewave #vote2020 #basketballgods #blacklivesmatter #nooneisillegalonstolenland
@PaulCogan;1856;4809;31/01/2010;Toronto;
@CatholcGayHermi;1794;4385;20/10/2011;New York, USA;62 Hudson Valley (Body+Soul+Spirit = Human Person) Radical Catholic Global Friendship Global Dialogue Global Tourism Global SOLAR, No to All Bullies...
@proteanways;280;869;6/05/2009;;A supporter of a fair country that values all of its citizens and provides for their basic needs to thrive and be productive citizens.
@nikko235;13;31;2/10/2012;;
@andrea_kuchar;38;17;20/07/2016;;
@bigzinky;231;191;6/12/2009;Long Beach, CA;big zinky n. (big-zi NG k-e) : a pecuniary circus of thought devoted to exploring the very real differences between free money & BANK CURRENCY.
@LeighKirkland9;16;408;31/05/2020;;
@lscott57;253;898;28/02/2010;Cashiers, NC;work hard all day and enjoy relaxing with good friends or interesting info all night!
@TronaldDumpBot;4;0;19/04/2019;;NO COLLUSION!
@Alvinthe1st;1372;1146;15/07/2017;San Antonio, TX;DISABLED Vietnam Era VET (100%SC) USAF/USN voiceovers songwriter, publisher, producer photography and videography unapologetic liberal.
@speakout_april;5302;3337;26/10/2012;USA;Yesterday is history, tomorrow is a mystery, but today is a gift, that's why it's called the present. #EXGOP #NeverTrump
@jmcolonell;211;463;5/01/2017;Anchorage, Alaska;Not quite retired engineer, environmental consultant, and educator, shining a blue light in a sea of red
@Bv23451353;0;77;11/08/2020;;
@mansermatt;2975;1383;16/01/2010;Los Angeles, CA;Comedy writer. Director of Sketch Cram at UCB. Still waiting to become the third member of Hall & Oates. ⚫⚪💜
@truthdiviner;5242;5405;6/02/2017;United States;Thespian🎭Writer/Mom to young filmmakers/Military mom🇺🇸 #BLM #ACA #ACLU #DACA #PuertoRicoIsAmerica #LGBTQ #NoKidsInCages #TheResistance #WomenRock LISTS=Block
@CharlesSundog;0;0;14/10/2018;Southwest Virginia;I am part of the deep poverty-stricken area of Southwest Virginia, represented by Morgan Griffith. This is who I am, represented by dude trying t KILLHEALTHCARE
@bjarnekim;2373;4287;30/06/2009;Denmark;Danish storyteller and author. Writes short twit poems and novels. Human rights activist.
@macksalt1;0;0;27/07/2020;;
@The_NewArab;90480;234;9/03/2014;London;Bringing you the latest news and current affairs from the Middle East, North Africa and beyond.
@RT_com;3067354;596;11/08/2009;;RT, the global news network, broadcasts from Moscow, London, Paris and Washington studios to over 100 countries.
@araviapa;148;115;23/05/2013;;
@LauraPerkinsCox;52;113;12/10/2009;Garland TX;
@1unknowncritic;4270;4978;20/01/2017;Right behind you;Fine sarcastic humor at reasonable prices... CAUTION: May be caustic. May cause burns. Conan Writers, please don't steal my jokes...
@wybme;2752;3818;22/02/2015;California, USA;"Raised In Sac (Dad/Mom; USA) Piano Lessons (7-12 Yrs Old) Ch HQ Sew/Cook (19-22 Yrs. Old) B.A. Sac State/Sac City (22-26 Yrs. Old) Ex Sub Teacher NM/0 Kids"
@VogueRunway;2067627;613;20/02/2009;;See fashion first.
@miftokyo;1044;2426;29/07/2009;日本;もう50代男性。住所が東京でもなく、名前が東京でもなく、名字が東京でもなく。東京辺り。RT is “RT”.
@JohnAnthonyCru1;78;366;9/06/2020;El Salvador;Dicidente irreverente.
@NRLGann;1103;385;18/04/2016;;A man convinced against his will is of the same opinion still'
@Baligubadle1;18826;199;8/01/2020;Not in a Red State;tRump is not running for re-election- tRump is running to avoid prison. 🌊
@tabriggs8;0;7;5/02/2020;USA;MALE
@LulaLovesEli;669;1018;29/05/2020;;*NO LISTS!* There has to be more than this. Bowling Green Massacre survivor. Windmill cancer survivor.
@jostephan;2378;314;1/04/2009;South Africa;Creator. South Africa. 🇿🇦 // Johannesburg.
@Mike38959003;647;1811;16/10/2019;;Target of organized community stalking (alvo de perseguição organizada)at oaks apts Gulfport ms by inbred minions!
@Skiridr;427;1259;6/10/2009;BX  QB  LI, NY ☝;NO ONE IS ABOVE THE LAW. #Resistance. All Humans are Equal we are all Immigrants.
@LosAngelesCRG;27;44;25/12/2015;Santa Monica, CA;Husband, Father, Coach, Rookie Activist
@TabithaOXO;299;2799;30/12/2010;Chicago;http://Tulane.edu Alumna | Public Relations | Graduate Admissions Specialist | Photographer | Blerd | Good Person | #KHive | #BidenHarris2020 |🐝 |💛
@MadamPrez328;2147;2136;3/10/2010;Where They Killed Ahmaud;I Am Madam Prez! *Psalm 23* •I Will Change The World One Person At A Time• #COG #PROGRESSIVE #NEVERTRUMP
@Maeve60980049;39;459;18/01/2019;;"Trump-shocked Mom, survivor of wind turbine cancer and proud veteran of ""the war on beautiful clean coal"""
@giordano_lives;240;111;3/12/2014;El Dorado Hills, CA;🤡🌎💔 Wine enthusiast | Cat mom | Software engineer | Sacramento, CA 🤡🌎💔
@Feed556;3488;4371;24/01/2019;California, USA;CA bred, TN roots. Want to save the world. USAF MSgt Retired 491X1/3D0X2 TS/SCI #resist #ZBM2 #REMOVE45 Gamer. DCS any1? 🤺 #HandMarkedPaperBallots
@tanker_yankee;158;230;1/06/2020;;Aging Gentleman, grew up Catholic and Republican but now an Atheist and Democrat. 28 Year Army Vet.
@EthNick_;420;136;27/08/2012;;Observatin'|Inner-cheek tonguin'|Fair go barrackin'
@AndaliaLoneGray;900;498;15/02/2017;Nairobi, Kenya;Vocalist(Performing/Recording Artiste) @eastafricagt sn1 Finalist{Poet}Rapper}Song Writer{Actor/Dancer~@Spellcastmedia Email:grahamwilly98@gmail.com#GodAboveAll
@memeboi69_;4;11;30/03/2020;;yaha nahi Niche Dekh 😌
@WhiteJohnCoffee;382;259;16/06/2020;THE KREMLIN;The Julian Assange Whistleblower Foundation | Publisher Of Last Resort #FreePress #Freedom
@Freelif67553943;44;122;17/12/2019;;Owner of Clapback Records Dad and Mom both Marines 🇺🇸
@sean_spicier;125060;2112;17/01/2017;Moscow;I'm not him but @YahooStyle @BillKristol @WashTimes @HuffPost @JonahNRO @kurteichenwald @Toure @mollyjongfast @gtconway3d & @CharlesPPierce think I am
@bjarnekim;2373;4287;30/06/2009;Denmark;Danish storyteller and author. Writes short twit poems and novels. Human rights activist.
@dosuserx;29;261;15/07/2009;in a prison of rage.;I'm a hEDS sufferer. believe it or not I'm actually a really nice & responsible person. sometimes ♿, always 🕺.
@CdeBur_Europe;74;221;3/02/2020;Brussels;International journalist & writer who's still wondering: does one remove gloves when dealing with Dumb Dudes? As one prefers not to sully one's hands.
@KingjadVCMP;236;74;21/05/2012;;Just a fat Scottish bastard who enjoys gaming, amongst other things
@drspl5;4261;3929;21/09/2012;;People have the right to assemble period. We have a moral and ethical obligation to confront evil before it consumes us.
@ferber_michele;2886;3145;14/10/2015;St Louis, MO;#Biden2020.#NeverTrump. #TheResistance. I have been an educator for 23 years. Miss seeing my students in person. No DMs please.
@LengoStarr;163;1174;28/02/2011;;Glam, geek and fun !
@davesprom;5506;5936;21/04/2015;PNW;My twitter opinion in no way reflects my employer, Not Voting is a vote for Trump! that's how we got in this mess. no DM's, Go Hawks, #Resist, FUCK TRUMP!
@aripinkmiIa;1;7;18/06/2020;;media
@ATHEIST_ATEO;1551;2536;25/02/2020;SW Oregon;#stayhome #writer #resistor #atheist #lgbtq #animallover #fortheruleoflaw #cannabis #humanrights #BlackLivesMatter #JoeBiden2020 #CancelChristianity
@JerryDonabedian;1224;186;12/02/2016;Baltimore, MD;Fantasy Football Writer @Rotowire: Redraft, DFS, BB, Dynasty. Lamar Jackson Superfan / CatDad / Baltimoron / Recovering Sterling Shepard Addict
@me060943;100;224;22/01/2017;Arizona, USA;Born San Francisco, CA, third generation San Franciscan. United States Navy veteran. partnered 30 years.
@RuthMott5;2155;3611;25/01/2017;;#AmericaStrongerWithBiden #Resist #Resistance #VoteBlue 🌊🌊🌊🌊🌊🌊
@HulubanS;1194;968;3/04/2015;European Union;Consulting, lecturing. Fmr. adviser to the President on defence matters & state secretary for defence policy and planning.
@wimyan;106;286;9/01/2017;Essexville, MI;hello i am quirky autistic vr scientist gamer coffee rap artist // nb (he/them) // infp ♎♐️♏️ // @wonshodi art rt / rap
@carlosalazraqui;25095;703;9/11/2009;Los Angeles, CA;Actor. Writer. Comic. Garcia (RENO 911!) Rocko (Rocko's Modern Life)| Taco Bell Chihuahua | Crocker (Fairly Odd Parents) | #AnnieAward winner #Emmy nominated
@bjarnekim;2373;4287;30/06/2009;Denmark;Danish storyteller and author. Writes short twit poems and novels. Human rights activist.
@freddoso;37123;2166;26/08/2008;Send me your opeds.;Online opinion editor for @dcexaminer. Robert Novak alum. NYT bestselling author. Catholic ن. God, Country, Notre Dame. Chicago Cubs.
@ahmedragheb591;32;99;9/06/2014;Jordan ;Male
@CharlesSundog;0;0;14/10/2018;Southwest Virginia;I am part of the deep poverty-stricken area of Southwest Virginia, represented by Morgan Griffith. This is who I am, represented by dude trying t KILLHEALTHCARE
@crbobba;0;44;12/12/2019;;Promote and encourage YOUNG to live life in an ETHICAL manner.Retired Ph.D in Mech Engineering. Respect Environment. Enjoy inventing. Save Water stay Healthy
@purelyfast;21868;28;27/07/2011;New Hope;Media Strategist
@replicantPOTUS;21;3;24/05/2017;notgnihsaW, CD;ht54 tnediserP fo eht detinU setatS fo aciremA🇷🇺 a parody bot (mostly) by @indianapopovich
@jwmc;6308;6369;12/05/2008;Not where...when.;I reserve the right to opine about philosophy, economics, chess, politics, and facts. If you can’t tell the difference between propaganda and fact ...go away!🌊
@GayGuyKyle;2427;2602;15/03/2020;Earth;I’m an introverted gay man struggling with depression and anxiety who loves books, movies and music 🏳️‍🌈 #LGBTQ #MentalHealth
@itmustend_;3142;4235;12/02/2017;;#Resist #RebelScum #FBR #ArmTheHomeless Biden+Harris=❤ #BLM #AntiFascist
@djmincey11;8124;7480;27/09/2013;Florida, USA ;Woven with earth, sea and stars
@Loyalty381;180;1084;7/07/2012;Covina, CA;Hi, my name is Daniel Vitko. I'm a 🔯 Christian ✝️ live streamer, gamer, teacher, preacher, musician, artist, American 🇺🇸, doing the most high God's will.
@LukeBrandonUK;1121;1062;15/07/2014;UK;Natural Sciences (MSci) graduate - Lancaster University. Born in Hertfordshire, made in @LanUniCons. 🇬🇧
@Tharris29;384;299;20/04/2009;Living and Loving ;What I love about you, Life, Love, and Happiness
@Phing7464;1338;2502;7/01/2020;North Carolina, USA;Society Watch-Dog~Commentator *Writer*Resistor *FBR Justice4 #BrownLives #NativeAmericans #Palestine #Philippines. #Blacklives #Climinate #BeBlue #Disabled.
@kitten6831;66;300;2/07/2009;;married children, college grad paralegal
@CdeBur_Europe;74;221;3/02/2020;Brussels;International journalist & writer who's still wondering: does one remove gloves when dealing with Dumb Dudes? As one prefers not to sully one's hands.
@GrumpybaldProf;528;298;15/07/2010;Scotland;I have been committing acts of reproductive research for so long I may be starting to get the hang of it. Sort of. Opinions are my own not my employer's.
@RousseauRick;4534;5002;6/05/2014;;Retired ER RN, #Resist #VoteBiden,White Coat 4 Black Lives since '88.Rebel Scum since '71 Old Hippie w ADD. Animal Lover, Married🚫DM's, Can't #FBR Now but soon
@azizianaita1;33;65;22/07/2020;Berlin, Germany;
@DotUrada;130;828;21/01/2017;;
@LogicLender;695;829;16/09/2019;μολων λαβε;#Trump2020Landslide #LiberalismIsADisease #MAGA #KAG I could not possibly care less if you're offended. More Committed than ever to Re-Electing 45!
@bjarnekim;2373;4287;30/06/2009;Denmark;Danish storyteller and author. Writes short twit poems and novels. Human rights activist.
@GeoffyPJohnston;4408;4984;15/03/2012;Ontario, Canada;Journalist covering international relations, human rights, humanitarian crises. Columnist for The Kingston Whig-Standard. Monday guest on Rob Snow Show 1310 AM.
@Lukewearechange;103256;2810;10/12/2009;Brooklyn NY;“Mr. Rudkowski is no shrinking violet. Armed with a video camera and a YouTube account- NYTIMES
@benjaminpena_;483;1312;27/05/2009;Colima, Mex;Software Developer @ http://roverpass.com – Soy ese wey que hacia tours a conciertos y festivales en Colima.
@christinalobert;110;145;12/07/2013;;
@bjarnekim;2373;4287;30/06/2009;Denmark;Danish storyteller and author. Writes short twit poems and novels. Human rights activist.
@timothy_bragg;102;1167;17/08/2013;Pittsburgh, PA;Writer+Educator. Finalist #Coverfly Boy Blue. Hello Christmas. My Breakfast. Silver Nib Winner #Coverfly The Dance. #Coverflys Red List Soul Mate (2019)
@Okavangomick;3796;4736;14/05/2009;Star Turn;Of the 2.2 million people incarcerated in the US, 25% of the world’s prison population, 2 million never had a trial. Chris Hedges.
@SeventhSon6;90;301;6/02/2017;;
@crbobba;0;44;12/12/2019;;Promote and encourage YOUNG to live life in an ETHICAL manner.Retired Ph.D in Mech Engineering. Respect Environment. Enjoy inventing. Save Water stay Healthy
@jagzia;237;395;17/04/2009;Nova Scotia;I’m a mom, grandma and wife as well as an accountant and professional photographer.
@DebraAn26510841;77;127;29/07/2019;;Love to travel & explore new interests. My British Labs are family🐾Proud Resistor🌊
@ledansemacabre;295;324;4/12/2009;Las Vegas, Nevada;Nevada's first online literary magazine, specializing in noir coloratura letters. Unapologetic social progressive, LGBTQ, Modernist, Gesamptkunstwerk.
@BillyCrystaI;173;175;9/01/2010;Clive, Iowa;I'm known for eating expensive lunches
@BuzzBroz;6484;4117;22/09/2009;;Failing Political Humorist (today's crisis in conscience ain't funny), Filmmaker, Developer for Oprah's Harpo Studios.
@DUNROVIN15;722;2301;7/01/2020;;McConnell is complicit in crimes of Trump/Pence cover up and hidden evidence. McConnell does not want Trump voters to know the truth.
@taradactyl33;177;593;24/01/2011;District of Columbia, USA;yo no sé mariposa
@TheScotsman;176503;1228;27/11/2008;Scotland;Subscribe to The Scotsman for news, opinion and expert analysis from Scotland’s national newspaper: https://www.scotsman.com/subscriptions/
@jessecrall;1833;467;30/11/2010;Los Angeles;In the middle of a lifelong journey working toward peace. Contributor to @AmplifireProj
@DebiecJacek;4609;3374;21/11/2014;Ann Arbor, MI;Psychiatrist. Neuroscientist. Philosopher. Dad. Husband. Immigrant. He/him. Views mine. Tweet≠medical advice. Follow/RT/like≠endorsement. Lab news @DebiecLab
@pjcadams;3604;3109;5/04/2011; Minnesota, USA;"Communications Consultant/writer; Tweets: progressive politics, social media, science, & wellness. Fav Quote: The time is always right to do what is right. MLK"
@Samtan90499757;4;53;4/05/2020;;I’m a Gypsy
@cotonogues;12157;1214;1/10/2010;Asuncion del Paraguay;Director GrupoCinco & G5pro - CD Club Olimpia - Wichita State University Alumni - Exa San Jose - ElectroRockeroCumbieroAlterLatino - Tererédependiente - Asado
@Ricky13823651;25;101;25/12/2019;;Liverpool FC fan for over 50 years. A foreigner abroad (USA) Married, Kids, Grand kids, Great grand kid. Anybody but Trump.
@VoiceOfBilawal;1040;4026;27/01/2010;Karachi Pakistan;Blogging, Humanist, Wildlife lover, Politics🇱🇾, Car Racing, Bowling, Swimming, Environment Activist, Poetry lover, Hussaini syed ❤️🇵🇰
@bjarnekim;2373;4287;30/06/2009;Denmark;Danish storyteller and author. Writes short twit poems and novels. Human rights activist.
@eurotheantigod;90;1692;24/05/2019;ny;Suiside all i know yeen slatty nuf lmao First commenter on fortnites tweet 5/26/19 10pm bye
@ted_steinberg;10;0;11/02/2016;;
@DiegoGarcia07;160;143;4/07/2012;surco;Egresado de Administración y negocios internacionales, ex pelotero y adicto a las artes marciales.
@RiseKuwabara;2315;6;14/09/2014;USA;Im Rise KuwabaraI I was born Korea
@evaliakrispita;146;509;30/03/2013;;
@turiah6;141;528;4/04/2013;;
@aimlessjonah;3915;3018;26/02/2010;Florida;Author and artist. Underdeveloped sense of entitlement. Unabashed democratic-socialist libtard. Proud member #CoalitionOfTheDecent Pissed most of the time.
@ijoyri;14;15;11/07/2020;;fan account of @hyofck
@rizzviz;800;2356;2/01/2010;Pakistan;Be Amazing. Be Good. Be Handsome . Be Strong. Be Smart. Be Cool. But the most important thing is, Be Yourself.
@AndrKolesnikov;2650;184;15/02/2018;Moscow, Russia;Senior Fellow and Chair of Russian Domestic Politics Program at Carnegie Moscow Center. Board Member of Gaidar Foundation. RT ≠ endorsement. All views my own.
@Angelo8801;17;105;15/11/2013;Lima Peru;Administrador de profesión,luchador por hobbie,fanático de las artes marciales,el Rock,la salsa,el anime,comic y los videojuegos.
@SchofieldSr;10670;10941;29/09/2013;Communist occupied CT.;NRA LIFE, Patriot, Republican, TRUMP our VETS, Blue Lives Matter, Pro Military, Christian, Conservative, #MAGA, Leftists are domestic terrorists
@BythePEOP;76;304;29/07/2020;;
@emparhistoria;123;274;12/02/2019;;Redactora jefe de 'Historia y Vida', revista de historia pionera en España y entre las primeras en audiencia online.
@yafavlajuvie;1570;1347;24/04/2016;bayou;lsu ⚜️| JJ | writer
@TheLoveDre;25921;3623;23/04/2009;Africa;Ugandan Journalist with NMG's Daily Monitor & #NTVPressBox. When not holding a pen or at a stadium near u, I'm traveling the world, teaching pple to do the same
@TsarizmCulture;8337;8752;20/10/2015;;Breaking international news, analysis, and opinion, with a primary focus on Russia, former Soviet republics, Eastern Europe, the Balkans, and the Middle East!
@TheSun;1770491;374;23/04/2009;London;Never miss a story again. News, sport and entertainment, as it happens. Give us a like on Facebook too: http://www.fb.com/thesun
@AuthorKimberley;50749;3656;3/10/2010;Washington, DC;Host of the #StartMeUp podcast. @HuffPost #ERANow Books: Peyton's Choice & The Virgin Diaries. #Elite Brady Bunch Historian. My podcast: http://patreon.com/startmeup
@LUDIRTY3;214;200;3/06/2020;;I'm a raw speaker, no filter, old skool graduate, VETRAN, and a lot of fun, and Married.
@JenTromans;4680;5110;15/03/2014;;I am a photographer. Not your typical Mom! I'm a Trekkie, a Scaper, a Browncoat, a Roswellian and a Democrat #TheResistance United We Stand Divided We Fall
@swanny31176;9388;10321;16/12/2016;Chicago, IL;Offended by stupidity. #FBR. If you still support Trump you're stupid, a bad person, or both. Chicago sports (no White Sox), Marquette hoops, movies & music.
@Susweca2;1624;1870;8/05/2018;Earth;Immune to propaganda, my respect has to be earned, & I value truth. Atheist & I swear!!! NO DM's, no exceptions !!!!!!!! #impeachTrump #resist
@thevoodoocow;101;333;8/02/2011;Apex, NC;Proudly served in the USAF and the White House Communications Agency during Reagan Administration. Seeking a functioning adult to run our country #ByeDon2020
@MikeTheWolfBoyo;445;794;15/04/2018;;Hey there, I love you! • PFP - @Lio_Fluffer • Banner - @ArduWolf • I own @NoContextMajira (also alt account) • !!!SFW!!!
@ZoltanneUSA;11700;11269;27/01/2018;;"Shadowbanned, Gulag resident. Analyst; Married w/ family; INTJ, GOD, ProLife, 1A, 2A Anti-Leftist. This Is Not A Game. Find @Zoltanne at Parler & Gab."
@stk_invst;79;278;15/03/2009;;Fall in Carmel, CA.
@TheMutaD;2203;3408;17/10/2013;;The inequality of values is constant. Injustice galls.
@larriandJ;1680;1555;27/07/2016;UK;World citizen worried about populism. Stand up for democracy, empathy & compassion Be present - 'now' is already in the past! #VoteBlue2020 #Biden2020 #Resist
@Pagecamper1;569;1287;24/03/2016;Living in my Head, NC ;Rover, Wanderer, Nomad, Vagabond, call me what you will. Lived the life in perfect health for 45 years! In just 2 years I have become disabled with Chronic Pain
@alexdiacre;411;278;22/03/2008;New York, NY;Husband, new Dad, world traveler, airmiles geek, gastronaut, and @Google Director of Cloud Support
@gersariel1;4709;4692;22/06/2011;World WIde;Love Jesus! Chef & love hot hot and spicy! Artist, designing,love Steam-punk, 3R, Agronomist, Eco-green Cycling, Hiking! Dream to cycle the world!
@pyrotarkus;2506;4997;22/03/2007;austin texas usa;Roadie/Techhead who likes the outdoors .
@H2OEcologist;30872;22974;3/10/2009;Virginia;Opinions my own. #ScienceMatters #NatureIsCool
@lgwtoday;317;1837;9/08/2011;;
@sylmobile;1341;1026;30/05/2008;Straya;continually adjusting my working model of reality
@Bolton76885887;2;11;15/06/2017;;
@Madhuka83630118;3138;2910;31/12/2017;Lucknow, India;सोशलवर्कर प्रगतिशील वैज्ञानिक सोच समन्वयवादी
@Doge11400;2164;3560;18/02/2016;scp foundation ;🇩🇪/memer/gamer/furry/Artist/N.T.F worker /scp worker/G+ refugee/ discord doge tec #6066/my anothers accounts @itshim81002562 @dogetec
@CTPatriot2006;2518;4994;18/04/2009;;Unabashed progressive who chose Patriot because (a) I love my country & (b) I got sick of right wingers thinking they owned the word. #M4A #Bernie2020
@KStylePodcast;914;761;16/12/2015;;Tactical Epistemologist. If you're a marketing/branding guru I will not follow you back. https://www.redbubble.com/people/kylestyledesign
@blbascomb;593;1154;14/05/2014;Lost to the West;political junkie sense a tween, less mellow with age, stupid pisses me off so trump enrages me. E pluribus unum not it’s good to be the king, let them eat cake
@helloavi_;1375;1427;28/07/2020;Shinzou wo Sasageyo;anime related content & btw watch op😌 haikyuu, one piece, free! stan || s/h || 15 || cw: aot s3
@MsBrainFever;59;170;9/01/2017;;
@JanuszKowalsk11;6148;2376;23/11/2013;;Ważne jest bardzo, aby trzymać Platformę z dala od władzy, reszta sama się ułoży.
@Dawn13453639;4;95;1/02/2020;;I believe n me
@KeterSteves;387;409;16/05/2015;Eldoret, Kenya;Journalist|Sports Enthusiast|Athletics |Pan Africanist|Man Utd Sycophant 😂|Christian | GOD above all.
@JMBossert1;2897;3352;19/05/2018;Holmes Beach, Florida, USA;"#Resistors; retired math prof & USMC pilot; CA-ARNG medevac; ACLU & SPLC ...w/ lib. & justice for ALL!; Hospice Vol.; Happily married over 41 years to Meggy B"
@judemgreen;4184;4588;4/08/2012;;2016 Election: a Deal Between Putin +Trump Campaign Guaranteeing Them a Win! +@GOPMajority In Exchange For Pushing Putin’s Agendas.
@BMR360;338;645;1/09/2013;;Blue man in a red state. Will tweet until we rid ourselves of The Crimson Clown and his wretched pond scum offspring. #BlackLivesMatter
@chzandcrackers;54;331;31/07/2015;Yo Mommas House;US Army Vet. Fu€k Trump in his a$$. Dying to knife hand a racist in their throats. BLACK LIVES MATTER. POLICE REFORM NOW.
@CoryerLananh;312;712;6/07/2017;NY;USA DEMOCRACY is PRICELESS
@ArnoJaeger;4602;4873;11/10/2019;USA;Democrat, vegan, love my 2 Rottweilers, Scorpio, RESIST, #VoteBlue2020, NO DMs. If you never send tweets, I won’t follow you!
@shmoonie24;88;555;18/04/2013;;
@VinceHanrahan;382;974;31/01/2016;a cornfield in Iowa;Rock n Roll in my sixties, can’t believe people voted for Trump 😩😤, but this will pass. Impeachment Now!!! #TrumpResign #CovidKim
@jkjebin1;46;487;12/03/2018;Bangladesh;I m a professional Graphics Designer
@flightygirl1;1005;2189;28/12/2009;;
@Sayanta26254139;16;65;3/06/2020;Mumbai, India;Artist by birth, IIT ian by choice. Interested in drawing, photography, acting, videography. Want 2 utilise my knowledge and art for the betterment of mankind.
@spacemonkkey;307;1065;18/09/2009;bombay;abcdefuckoff
@HotDesertGirl;156;220;29/05/2020;Palm Springs, CA;Take care of you and love yourself first to be open for healthy love. Happiness is the most valuable thing you can give yourself. Biden 2020 ~Independent~
@capitalismwitch;475;294;7/06/2013;saskatoon, sk → duluth, mn ;I mostly talk about the news + my emo phase | middle school teacher | catholic | INTJ • 1w9 | former politico | Interaction ≠ endorsements
@ReggieRight2;4;10;27/02/2020;;"My pronoun is ""bloke"" not ""woke"""
@laurasessions10;9099;9195;24/04/2011;Glen Cove, New York;Feminist, Activist #resist Author Abigail Reluctant Activist. YA https://tinyurl.com/Abigailreluctantactivist A book for our times!!
@imPulkit_me;27;92;8/07/2018;Hyderabad, India;
@DianaCornald;100;1019;30/07/2017;;👌Hardworking, Creative and always stay Focus.. #Many_more
@Blondel110;1841;1674;22/01/2019;;Mature & Intelligent Little Old Lady, Fun, Too! I LOVE OUR PRESIDENT TRUMP!
@newzupdate247;38;188;19/05/2018;North-west Frontier, Pakistan;
@switchbhamnews;42;83;22/11/2016;Birmingham, England;News updates for Birmingham from the @switch_radio news team. Get the latest on 107.5FM, DAB Digital Radio & Online! Got a story? E-Mail news@switchradio.co.uk
@whairat;74;189;6/05/2011;Orange County ,Ca.;
@Nazgucl;8;25;14/07/2020;Concepción, Chile;COCINERO (CHEF en formación 👨🏻‍🍳) - Dep. Concepción 💜⚽ - 26 años - 1.88 mts - #LuchaLibreChilena - #StraightEdge ✖✖✖
@I_M_BASH;206;964;26/06/2010;Birmingham, AL;An aspiring FIXER. ML, AL Enthusiast.
@Trujillo699;905;4229;15/10/2018;USA 🇺🇸;PRISON RACIST RAPIST MOBSTER LUNATIC tRump W.H. OCCUPANT. Hecho en COLUMBIA🇨🇴 🌊☮️✊&💙❤️🇺🇸Latin & All Music🇺🇸🇨🇴Female. ☮️on🌏
