,Twitter Query: #VotoDeConfianza lang:es -filter:retweets -filter:replies,,,,,,,,,,,,,,,,,,,
Date,Screen Name,Full Name,Tweet Text,Tweet ID,Link(s),Media,Location,Retweets,Favorites,App,Followers,Follows,Listed,Verfied,User Since,Location,Bio,Website,Timezone,Profile Image
11/08/2020 20:45,@MadameTempestad,Pamela 🇵🇪 🏳️‍🌈,"Otorgado el #VotoDeConfianza y en menos tiempo que la última vez.....todo es pose, al final de la jornada RT @whuacasi: #Congreso: Listo. Aprobado el voto de confianza para el gabinete de Walter Martos. 115 votos a favor 5 en contra 4 abstenciones",1293362881124347906,https://twitter.com/whuacasi/status/1293362223465795591,,,0,0,Twitter for Android,2102,685,14,,6/02/2009,Lima,Alianza Lima 💜💜💜 Disléxica Pelirroja bamba,,,View
11/08/2020 20:45,@luismidelperu,Luis Miguel Guerrero Dávila,"#LoÚltimo #PlenoVirtual del @congresoperu otorgó el #votodeconfianza al Gabinete Ministerial liderado por el premier (@pcmperu) Walter Martos (@WalterMartosR) con 115 votos a favor, 5 en contra y 4 abstenciones.",1293362879329173507,,https://pbs.twimg.com/media/EfLyrwLWkAAYYrr.jpg,,0,0,Twitter for Android,202,596,4,,1/01/2017,,"Periodista con disCAPACIDAD .Coberturas: @Pontifex_es, @CumbreAmericas y @APECPeru2016, @presidenciaperu, @congresoperu, ministerios, etc. Sigue a @Soyhemi",,,View
11/08/2020 20:45,@rochimonterom,Rosa Maria Montero,"#VotoDeConfianza #WalterMartos Confianza otorgada. #ElPeruPrimero Ahora atentos a la interpelación de #MartinBenavides de @MineduPeru este jueves. RT @rochimonterom: #VotoDeConfianza #WalterMartos : AP 21 a fvr/1 abstención. APP x unanimidad. Frepap x unanimidad salvo 2 licencias. FP x unanimidad y 1 licencia. UPP 10 a favor, 1 en contra. Podemos x unanimidad. Somos por unanimidad. Morado x unanimidad. FA/4 en contra, 3 abs. No agrupados fvr",1293362878725201920,https://twitter.com/rochimonterom/status/1293362113071783936,,,2,8,Twitter for Android,3891,4998,3,,23/11/2016,"Lima, Peru","Mamá de Daniel y Simón. Esposa. Abogada. Defiendo los DDHH y la justicia. Rechazo la impunidad, corrupción y discriminación. Amo correr y rodar en bicicleta!!!",,,View
11/08/2020 20:45,@daveparedesm,David Paredes,"Con el mismo discurso que Cateriano y casi con los mismos ministros, el @congresoperu otorga confianza. Conclusión: el congreso simplemente generó una crisis ministerial de forma innecesaria, en plena pandemia mientras miles de peruanos se mueren. . . #VotoDeConfianza RT @congresoperu: 🔴#LoÚltimo I #PlenoVirtual otorga la Cuestión de Confianza, planteada por el presidente del Consejo de Ministros, Walter Martos Ruiz, con 115 votos a favor.",1293362866368720896,https://twitter.com/congresoperu/status/1293362039717605377,https://pbs.twimg.com/media/EfLx6mpXgAI-U5B.jpg,,2,5,Twitter for iPhone,748,1166,26,,24/09/2016,Lima / CDMX / Toronto,"Economista, especialista en Riesgos Financieros. Star Wars, Historia, Fotografía y Política. Liberal (libertades sociales, DDHH + libre mercado) #Peruano",,,View
11/08/2020 20:45,@JBHernandezG,Jordy Hernández,Termina la votación por el #VotoDeConfianza al Gabinete presidido por @WalterMartosR queda de la siguiente manera: 115 A FAVOR 5 EN CONTRA 4 ABSTENCIONES Lo queda de ahora en adelante es trabajar en #UnidadNacional y poner #ElPerúPrimero. @Claudia_Zarzosa @jhonoriovidal @luu_199,1293362865555017729,,,,0,2,Twitter for Android,235,666,2,,2/10/2015,"Rimac, Peru","La dicha de la vida consiste en tener siempre algo que hacer, alguien a quién amar y alguna cosa que esperar☝🏽 #CrecemosJuntos",https://www.facebook.com/jordybryan.hernandezgamarra,,View
11/08/2020 20:44,@tcarpiov,Teresa Carpio,"#VotoDeConfianza obtuvo gabinete Martos, 115 a favor; 5 en contra; y 4 abstenciones.",1293362797221380096,,https://pbs.twimg.com/media/EfLym6iWoAEgqTI.jpg,,0,0,Twitter for Android,1333,841,15,,22/02/2011,,"Me indigna el abuso y la injusticia contra niños, niñas y mujeres. Creo que la gobernabilidad solo se puede conseguir con la participación ciudadana.",,,View
11/08/2020 20:44,@BerenisseV,Berenisse,"Justo cuando los peruanos(as) luchadores estamos trabajando para reactivar la economía, quieren volver a una cuarentena totalitaria? Entiendan que sin economía no hay progreso, no hay salud, no hay educación. No hay NADA‼️ #NoMásCuarentenaEnPerú #VotoDeConfianza",1293362793916379137,,,,0,0,Twitter for Android,239,540,10,,15/07/2012,Lima - Perú,Dreams not be broken by reality✌,,,View
11/08/2020 20:44,@Morenelli,Liza Becerra Villar,"Con 115 votos a favor, 5 en contra y 4 abstenciones, Pleno del congreso aprueba voto de confianza a gabinete Martos #VotoDeConfianza",1293362788946108418,,https://pbs.twimg.com/media/EfLymQuXgAAW1br.jpg,,0,0,Twitter for Android,1203,2531,13,,13/04/2010,,,,,View
11/08/2020 20:44,@jonathansito20,Jonathan Fontana,"Con 115 votos a favor, 5 en contra y 4 abstenciones el @congresoperu acaba de otorgar el #VotoDeConfianza al Gabinete que preside el Premier @WalterMartosR. @pcmperu",1293362763813785600,,,,0,0,Twitter Web App,265,1873,1,,22/01/2010,Perú,Nací el 22 de noviembre de 1988,,,View
11/08/2020 20:44,@padmejones,Pamela Sandoval,"#VotoDeConfianza @congresoperu otorgó la confianza al Gabinete Martos con 115 votos a favor, 5 en contra y 4 abstenciones. Este jueves 13, se verá si mantienen esa posición tras interpelar al ministro de Educación por su desempeño en @SuneduPeru",1293362706397958147,,,,0,2,Twitter for Android,3222,480,61,,5/12/2009,"Lima, Peru","Periodista licenciada de la UNMSM, PEE Esan y consultora en PR. Interesada en historia, psicología, biología y RSE. Colecciono frases y veo películas de terror.",,,View
11/08/2020 20:44,@CarlosEscaffiR,Carlos Escaffi,"🔴 #Perú @congresoperu entrega #Confianza a gabinete #Martos 115 votos a favor #VotoDeConfianza. Bien por los peruanos, bien por el Perú!",1293362703193579520,,,,0,0,Twitter for iPhone,697,2733,8,,8/11/2015,"San isidro, Peru","De Valparaíso, profesor universitario, analista internacional, emprendedor, comprometido con el servicio público. Convencido de la institucionalidad.",https://pe.linkedin.com/in/carlos-escaffi,,View
11/08/2020 20:44,@JhoyPeru,Jhoy Elescano Motta,El #VotoDeConfianza fue aprobada.,1293362696663031808,,,,0,0,Twitter for Android,629,2563,0,,25/03/2010,"Lima, Perú","🌈Alegría: Muchas razones para sonreír, 3 cosas importantes Fe+Esperanza+Amor #mutto #Administrador #usil #Alicorp #Enel #solista💍(w/ ring) #Loveislove",http://www.facebook.com/jhoygreatxchange,,View
11/08/2020 20:44,@ChrisDV06,Christian,"El gabinete #Martos con 115 votos a favor, recibe la confianza de la representación nacional. #VotoDeConfianza",1293362680749850628,,,,0,0,Twitter for Android,93,1108,0,,16/04/2012,PERÚ,Estudiante de Derecho ⚖️. Parlamentario Joven 2018. 🎖️ Defensor de la Democracia y la Constitución Política de 1993.,,,View
11/08/2020 20:44,@Betoluis123,Beto Luis,"Lo que no pudo Hacer el Conflictivo Cateriano lo pudo el Militar Walter Martos , es una cachetada al Bufón y Político de callejón discípulo de MVLL #VotoDeConfianza",1293362638085394433,,,,0,5,Twitter Web App,3594,3010,18,,23/12/2010,Lima - Peru,"Defiendo lo que creo , Hincha de Universitario .",,,View
11/08/2020 20:44,@eudmed,Eugenio D'Medina Lora,"Abrumadora mayoría para el #VotoDeConfianza para el gabinete Martos. General @WalterMartosR , ya tiene todo para proceder. Muy buena suerte.",1293362625561137154,,,,7,21,Twitter Web App,33845,1179,96,,3/04/2010,,"Limeño, hincha del Sporting Cristal.",https://www.youtube.com/user/eugeniodmedina,,View
11/08/2020 20:44,@noticias_tvperu,TVPerú Noticias,"🔴 #LoÚltimo | Congreso de la República otorga el voto de confianza planteada por el presidente del Consejo de Ministros, Walter Martos, con 115 votos a favor, 5 en contra y 4 abstenciones. ►  #VotoDeConfianza",1293362601251012608,https://bit.ly/3kIHtHh,https://pbs.twimg.com/media/EfLw62UWsAA2K-f.jpg,,18,39,Twitter Web App,917806,1834,1831,✅,6/08/2009,"Santa Beatriz, Lima - Perú",Somos el canal de noticias de @TVPeruPE. Tenemos la mejor cobertura y análisis sobre el acontecer nacional e internacional.,http://www.tvperu.gob.pe/noticias,,View
11/08/2020 20:43,@Chiox386,MChio,#VotoDeConfianza #Congreso aprueba nuevo gabinete #GabineteMartos,1293362533282328578,,https://pbs.twimg.com/media/EfLyXfzWAAEGHxx.jpg,,0,1,Twitter for Android,233,469,2,,12/08/2010,,,,,View
11/08/2020 20:43,@nelsonsullana,Nelson Peñaherrera Castillo,#Urgente | El #Congreso otorga el #votodeconfianza al gabinete presidido por Wálter Martos por 115 votos a favor (de 130 disponibles).,1293362514764402693,,,,0,0,Twitter Web App,607,192,39,,22/10/2011,"sullana, Piura, Perú","Producer, @factortierra @chulucanasgym Associate contents producer @ElRegionalPiura Copyeditor, copywritter, contents trainer.",https://nelsonsullana.blogspot.com/,,View
11/08/2020 20:43,@flaminhott4,jennifer||🦋,El #VotoDeConfianza fue aprobada.,1293362511639650305,,,,0,0,Twitter Web App,30,47,0,,26/05/2020,"Lima, Peru",Feminista💥.,,,View
11/08/2020 20:40,@pattyulloque,Patricia,"Frente Amplio: 3 abstenciones, 4 en contra. #VotoDeConfianza",1293361678919360515,,,,0,0,Twitter Web App,7636,973,49,,3/07/2011,"Lima, Peru",Comunicadora y periodista en acción. Ideas y opiniones personales. Hoy en @noticias_tvperu #TvPerú Instagram @pattyulloque,,,View
11/08/2020 20:40,@GaboooTM,Gabriel Moreno Alcántara,"El ala radical del Frente Amplio, EN CONTRA. El ala progresista, ABSTENCIÓN. #VotoDeConfianza",1293361674095923202,,,,0,0,Twitter for iPhone,2311,3205,50,,15/02/2009,"Surco, Lima, Perú","Lic. en Admistración / Ciudadano de a pie, demócrata y liberal, busco un Perú mejor / Defensor pro DD.HH. de la causa #LGBTIQ y orgulloso miembro de ellos! ☺️",http://versosperversos-gaboo.blogspot.com,,View
11/08/2020 20:40,@PepeLinaresB,Jose Linares,Frente Amplio 4 en contra y 3 abstenciones #VotoDeConfianza,1293361663593390081,,,,0,0,Twitter Web App,18,218,0,,27/09/2016,"Lima, Peru",Periodista | Egresado de la Universidad Jaime Bausate y Meza,,,View
11/08/2020 20:40,@annabellzv,Annabell Zevallos,Creo que era obvio que Frente Amplio este en contra 🙄 #VotoDeConfianza,1293361637160882178,,,,0,0,Twitter for iPhone,319,72,4,,2/05/2011,,Estudiante de Medicina Humana👩🏻‍⚕️,,,View
11/08/2020 20:40,@diegolazoh,Diego Lazo Herrera,Frente Amplio es la única bancada que vota en bloque contra el #VotodeConfianza al Gabinete Vizcarra,1293361583981301760,,,,0,0,Twitter Web App,1501,930,43,,26/03/2009,Arequipa,"Arequipeño en el altiplano. Columnas publicadas en @DiarioElPueblo, @vanguardiaperu y @RevistaOjoZurdo.",,,View
11/08/2020 20:39,@carlosrosales_s,Carlos Rosales,#VotoDeConfianza Toda la bancada del Partido Morado votó a favor de otorgar la confianza al Gabinete @larepublica_pe @Politica_LR,1293361518931779584,,,,0,0,Twitter Web App,662,1022,5,,31/03/2013,"Lima, Peru",Periodista en @larepublica_pe. Hincha de Universitario de Deportes.,https://ceromordaza.lamula.pe/,,View
11/08/2020 20:39,@MadameTempestad,Pamela 🇵🇪 🏳️‍🌈,S Urresti y a su zoológico ambulante los quiero ver el jueves #VotoDeConfianza RT @DiegoQuispeSanc: Podemos Perú: 11 votos a favor de la confianza.,1293361484521705472,https://twitter.com/DiegoQuispeSanc/status/1293361283623006208,,,0,0,Twitter for Android,2102,685,14,,6/02/2009,Lima,Alianza Lima 💜💜💜 Disléxica Pelirroja bamba,,,View
11/08/2020 20:39,@gabrielathch,Gaby Thorne,Espero no solo sea una cortina y el jueves comiencen las censuras. El congreso en su mayoría un chiste #VotoDeConfianza,1293361410911735808,,,,0,0,Twitter for Android,149,426,3,,26/07/2009,Perú,,,,View
11/08/2020 20:39,@CallanVasquez,Hugo a. V. c.,Que estará sintiendo cateriano esn estos momentos... Pero bueno es importante la confianza al gabinete ahora a trabajar sin pelear porque estamos dejando morir a muchos peruanos #VotoDeConfianza,1293361401847742464,,,,0,0,Twitter for Android,1,56,0,,17/01/2020,,No supiste aprovechar la oportunidad que te dio la vida,,,View
11/08/2020 20:39,@pattyulloque,Patricia,Partido Morado: A favor por unanimidad. #VotoDeConfianza,1293361396596518914,,,,1,5,Twitter Web App,7636,973,49,,3/07/2011,"Lima, Peru",Comunicadora y periodista en acción. Ideas y opiniones personales. Hoy en @noticias_tvperu #TvPerú Instagram @pattyulloque,,,View
11/08/2020 20:39,@pcmperu,Consejo de Ministros,"Última intervención del presidente del Consejo de Ministros en el @congresoperu: He escuchado a cada uno de los parlamentarios y he tomado nota de sus inquietudes. Por ello, mi compromiso de que realmente trabajemos juntos porque el pueblo lo necesita. #VotoDeConfianza",1293361386752552963,,https://pbs.twimg.com/media/EfLwxJkXsAAyPfE.jpg,,1,14,Twitter Web App,592556,627,956,✅,31/07/2010,Lima - Perú,"Presidencia del Consejo de Ministros: Promovemos un Estado moderno, articulado y descentralizado, orientado a brindar un servicio de calidad a la ciudadanía",http://www.gob.pe/pcm,,View
11/08/2020 20:39,@PepeLinaresB,Jose Linares,Partido Morado 9 votos a favor del #VotoDeConfianza,1293361384554717184,,,,0,0,Twitter Web App,18,218,0,,27/09/2016,"Lima, Peru",Periodista | Egresado de la Universidad Jaime Bausate y Meza,,,View
11/08/2020 20:39,@carlosrosales_s,Carlos Rosales,#VotoDeConfianza Somos Perú (11) votó a favor de otorgarle la confianza al Gabinete @larepublica_pe @Politica_LR,1293361334059401224,,,,0,0,Twitter Web App,662,1022,5,,31/03/2013,"Lima, Peru",Periodista en @larepublica_pe. Hincha de Universitario de Deportes.,https://ceromordaza.lamula.pe/,,View
11/08/2020 20:38,@MadameTempestad,Pamela 🇵🇪 🏳️‍🌈,"Los Antauros honran en viejo refran: ""perro que ladra, no muerde"" #VotoDeConfianza RT @DiegoQuispeSanc: UPP: 9 votos a favor de la confianza y 1 en contra",1293361252388024321,https://twitter.com/DiegoQuispeSanc/status/1293361030769324033,,,0,1,Twitter for Android,2102,685,14,,6/02/2009,Lima,Alianza Lima 💜💜💜 Disléxica Pelirroja bamba,,,View
11/08/2020 20:38,@pattyulloque,Patricia,Somos Perú: A favor por unanimidad (11 votos). #VotoDeConfianza,1293361244305530885,,,,0,4,Twitter Web App,7636,973,49,,3/07/2011,"Lima, Peru",Comunicadora y periodista en acción. Ideas y opiniones personales. Hoy en @noticias_tvperu #TvPerú Instagram @pattyulloque,,,View
11/08/2020 20:38,@carlosrosales_s,Carlos Rosales,#VotoDeConfianza UPP hace un recuento de su voto: 12 a favor y 1 en contra (Iro Chagua). @larepublica_pe @Politica_LR,1293361211308990475,,,,0,0,Twitter Web App,662,1022,5,,31/03/2013,"Lima, Peru",Periodista en @larepublica_pe. Hincha de Universitario de Deportes.,https://ceromordaza.lamula.pe/,,View
11/08/2020 20:38,@PepeLinaresB,Jose Linares,Somos Perú 11 votos a favor del #VotoDeConfianza,1293361205902483456,,,,0,0,Twitter Web App,18,218,0,,27/09/2016,"Lima, Peru",Periodista | Egresado de la Universidad Jaime Bausate y Meza,,,View
11/08/2020 20:37,@diegolazoh,Diego Lazo Herrera,Hasta ahora todas las bancadas han votado en bloque y a favor del Gabinete Martos. #VotodeConfianza,1293360967582199811,,,,0,0,Twitter Web App,1501,930,43,,26/03/2009,Arequipa,"Arequipeño en el altiplano. Columnas publicadas en @DiarioElPueblo, @vanguardiaperu y @RevistaOjoZurdo.",,,View
11/08/2020 20:37,@carlosrosales_s,Carlos Rosales,#VotoDeConfianza Podemos Perú (11) votó a favor de otorgar la confianza al Gabinete. @larepublica_pe @Politica_LR,1293360963698204673,,,,1,0,Twitter Web App,662,1022,5,,31/03/2013,"Lima, Peru",Periodista en @larepublica_pe. Hincha de Universitario de Deportes.,https://ceromordaza.lamula.pe/,,View
11/08/2020 20:37,@pattyulloque,Patricia,Podemos Perú: A favor por unanimidad (11 votos). #VotoDeConfianza,1293360953136996354,,,,0,1,Twitter Web App,7636,973,49,,3/07/2011,"Lima, Peru",Comunicadora y periodista en acción. Ideas y opiniones personales. Hoy en @noticias_tvperu #TvPerú Instagram @pattyulloque,,,View
11/08/2020 20:37,@PaulSergioGuer2,Paul Sergio,Alguien sabe si ya votaron ó esperarán la madrugada así como ladrones. #VotoDeConfianza,1293360931192406016,,,,0,2,Twitter for Android,373,2039,1,,20/09/2018,,SSOMA 🚨⛑👨‍🚒,,,View
11/08/2020 20:37,@carlosrosales_s,Carlos Rosales,"#VotoDeConfianza Unión por el Perú otorga, por mayoría, la confianza al Gabinete Martos.",1293360863433437187,,,,1,1,Twitter Web App,662,1022,5,,31/03/2013,"Lima, Peru",Periodista en @larepublica_pe. Hincha de Universitario de Deportes.,https://ceromordaza.lamula.pe/,,View
11/08/2020 20:37,@PepeLinaresB,Jose Linares,Podemos Perú 11 votos a favor del #VotoDeConfianza,1293360858022719494,,,,0,1,Twitter Web App,18,218,0,,27/09/2016,"Lima, Peru",Periodista | Egresado de la Universidad Jaime Bausate y Meza,,,View
11/08/2020 20:37,@ricuritaone,MaryCarmen Salazar,"Solo queda 11 meses para q este mal gobierno termine, no quede de otra #VotoDeConfianza",1293360840490586114,,,,0,1,Twitter Web App,2438,4347,10,,26/01/2014,Wisconsin USA,"Politica, agnóstica y sin bandera",,,View
11/08/2020 20:37,@MadameTempestad,Pamela 🇵🇪 🏳️‍🌈,No hay dignidad en la abstención. Menos aún del que llora por vacancia #VotoDeConfianza RT @Politica_ECpe: El portavoz de la bancada da cuenta de un voto en abstención del congresista Arapa.,1293360813361762304,https://twitter.com/Politica_ECpe/status/1293359214396661760,,,0,0,Twitter for Android,2102,685,14,,6/02/2009,Lima,Alianza Lima 💜💜💜 Disléxica Pelirroja bamba,,,View
11/08/2020 20:37,@pattyulloque,Patricia,Unión por el Perú: Anuncia votos a favor por mayoría y dos por confirmar (curioso). #VotoDeConfianza,1293360805409415168,,,,0,2,Twitter Web App,7636,973,49,,3/07/2011,"Lima, Peru",Comunicadora y periodista en acción. Ideas y opiniones personales. Hoy en @noticias_tvperu #TvPerú Instagram @pattyulloque,,,View
11/08/2020 20:36,@jarveljo,Jose  Jara,#Ahora Gabinete Martos Martos obtiene #VotoDeConfianza en el @congresoperu,1293360735830114304,,,,1,0,Twitter for iPhone,766,393,16,,21/04/2010,Lima - Perú,Periodista y Runner o Runner y periodista...tuits a título personal,,,View
11/08/2020 20:36,@ynnad1900,Ynnad1900,Quien es el IMBECIL ese de UPP que no sabe ni hablar ???#VotoDeConfianza,1293360629768761344,,,,1,0,Twitter for Android,0,23,0,,26/07/2020,,,,,View
11/08/2020 20:36,@carlosrosales_s,Carlos Rosales,"#VotoDeConfianza Fuerza Popular, con 14 votos, a favor de otorgar la confianza al Gabinete. @larepublica_pe @Politica_LR",1293360619962486784,,,,1,0,Twitter Web App,662,1022,5,,31/03/2013,"Lima, Peru",Periodista en @larepublica_pe. Hincha de Universitario de Deportes.,https://ceromordaza.lamula.pe/,,View
11/08/2020 20:36,@MilitaGonzalesV,Milagritos,"Ando viendo la votación de pedido de confianza del gabinete Martos, por fin se dará la confianza 🇵🇪 #VotoDeConfianza",1293360581165096960,,,,0,0,Twitter for iPhone,1145,450,2,,29/04/2012,Peru,"Economista 📊 / Lo que es para ti, Dios lo guarda 💕 / Se aproximan más Bendiciones 💫👣 / Viajera ✈️",,,View
11/08/2020 20:36,@PepeLinaresB,Jose Linares,Fuerza Popular 14 votos a favor del #VotoDeConfianza,1293360569848942594,,,,0,0,Twitter Web App,18,218,0,,27/09/2016,"Lima, Peru",Periodista | Egresado de la Universidad Jaime Bausate y Meza,,,View
11/08/2020 20:35,@MadameTempestad,Pamela 🇵🇪 🏳️‍🌈,"Tira de poseros #VotoDeConfianza RT @martinhidalgo: #Congreso2020EC: El debate de la investidura de #WalterMartos duró 12 horas, la mitad de lo que duró la sesión de Cateriano. Acá el resumen de la jornada, antes de la votación. vía @Politica_ECpe",1293360492828921856,https://twitter.com/martinhidalgo/status/1293358184401428486,https://pbs.twimg.com/media/EfLuPXHWoAAivsA.jpg,,0,0,Twitter for Android,2102,685,14,,6/02/2009,Lima,Alianza Lima 💜💜💜 Disléxica Pelirroja bamba,,,View
11/08/2020 20:35,@HPurhuaya,Huberpflo,"Al Congreso no le queda otra opción, que dar el #VotoDeConfianza al Premier,",1293360486344466432,,,,0,0,Twitter Web App,89,236,0,,9/09/2016,Peru,SOY CANCERIANO-IRONICO-SARCASTISCO-REALISTA Y SOBRETODO ROMANTICO 🤣🤣,,,View
11/08/2020 20:35,@Alfredoio2,Aldo_del_Perú,#VotoDeConfianza Martos lo está dando una paliza a Cateriano.,1293360485644021761,,,,0,0,Twitter for Android,15,351,0,,10/11/2018,Peru,Mi escape digital.,,,View
11/08/2020 20:35,@luamerico35,L. Americo Q.,Majin boo naranja dice que por el bien de la patria jaaa #VotoDeConfianza,1293360445986869248,,,,0,0,Twitter for Android,123,402,0,,13/06/2013,Lima ,,,,View
11/08/2020 20:35,@lorenitta53,Señora L 🚨 Sigo en cuarentena🚨,Empieza la votación Frepap A FAVOR Fuerza Popular A FAVOR Union por el Perú A FAVOR #VotoDeConfianza,1293360397731401731,,,,0,0,Twitter Web App,152,450,1,,16/05/2011,,"Amo la vida y todo lo hay en ella,sus secretos y dilemas.",,,View
11/08/2020 20:35,@maliux,Malu 🦄,"14 votos a favor de Fuerza Popular, incluido Martha Chavez y Carlos Mesia, quienes habían votado contra Cateriano #votodeconfianza",1293360333915127809,,,,0,0,Twitter Web App,4794,4836,137,,14/07/2007,"Lima, Peru","The future of finance is female💪🏼Unicornio lover sobreviviendo a una pandemia. Intereses: finanzas, sistemas de pensiones, brechas laborales y tipo de cambio",https://www.instagram.com/maludelgadoa/,,View
11/08/2020 20:34,@PeruGeneracion,Generación Perú,¡LA CUESTIÓN DE CONFIANZA HA SIDO APROBADA! #GabineteMartos #VotoDeConfianza,1293360292764758022,,,,2,2,Twitter for Android,12,40,0,,30/06/2020,,"Generación Perú es de los jóvenes que buscan sacar al país adelante. ¡Viva el Perú, carajo! ❤️🇵🇪",,,View
11/08/2020 20:34,@pattyulloque,Patricia,Fuerza Popular: A favor 14 votos + 1 licencia por salud. #VotoDeConfianza,1293360204940288001,,,,0,1,Twitter Web App,7636,973,49,,3/07/2011,"Lima, Peru",Comunicadora y periodista en acción. Ideas y opiniones personales. Hoy en @noticias_tvperu #TvPerú Instagram @pattyulloque,,,View
11/08/2020 20:34,@harrygordillo,Harry Gordillo Ayasta,Listo: Gabinete Martos obtuvo el #VotoDeConfianza del Parlamento Nacional tras casi 12 horas de debate.,1293360178658791424,,,,4,11,Twitter for Android,4119,233,45,,31/05/2009,Monsefú - Chiclayo- Perú,"Peruano. Periodista. Mi familia, mi gente, mi trabajo. Alianza Lima.",http://www.facebook.com/hgordilloa,,View
11/08/2020 20:34,@Azpitia,AZPITIA,Fuerza Popular entrega 14 votos a favor de #VotoDeConfianza al Gabinete de @WalterMartosR,1293360178579091456,,,,0,0,Twitter Web App,338,969,12,,28/10/2009,,🧐Opiniones personales. RT no es respaldo #SoyDonante #YoMeQuedoEnCasa #NuevaNormalidad ...nica!!,,,View
11/08/2020 20:34,@jorgegustavosr,Jorge Gustavo Soto,Van recién dos bancadas y @WalterMartosR ya tiene más votos a favor que @PCaterianoB #VotoDeConfianza,1293360139379113984,,,,0,0,Twitter for iPhone,646,1405,15,,18/04/2009,"Distrito de Lima, Perú",Papá de Julieta. Periodista. Doglover. Hincha del @realmadrid y @sportboys.,http://esquinaestrafalaria.com,,View
11/08/2020 20:34,@carlosrosales_s,Carlos Rosales,#VotoDeConfianza Toda la bancada del Frepap votó a favor de otorgar la confianza al Gabinete. Dos congresistas con licencia por salud no pudieron votar. @larepublica_pe @Politica_LR,1293360054255734784,,,,1,2,Twitter Web App,662,1022,5,,31/03/2013,"Lima, Peru",Periodista en @larepublica_pe. Hincha de Universitario de Deportes.,https://ceromordaza.lamula.pe/,,View
11/08/2020 20:33,@ChioRamosT,Rocío Ramos,¿Por qué el congresista y portavoz Fernando Meléndez de @BancadaAPP tiene que gritar y golpear el micrófono para dar su voto? 🤷🏽‍♀️ #VotoDeConfianza,1293359976208052224,,,,1,2,Twitter for iPhone,1384,1242,18,,5/07/2010,"Lima, Peru",Mamá de dos y periodista de @RPPNoticias | http://instagram.com/chioramitos/,,,View
11/08/2020 20:33,@PepeLinaresB,Jose Linares,Bancada APP vota en bloque (22 personas) a favor del #VotoDeConfianza,1293359926266531840,,,,0,0,Twitter Web App,18,218,0,,27/09/2016,"Lima, Peru",Periodista | Egresado de la Universidad Jaime Bausate y Meza,,,View
11/08/2020 20:33,@Azpitia,AZPITIA,14 votos de Frepap a favor del #VotoDeConfianza al Gabinete de @WalterMartosR,1293359913167708160,,,,0,0,Twitter Web App,338,969,12,,28/10/2009,,🧐Opiniones personales. RT no es respaldo #SoyDonante #YoMeQuedoEnCasa #NuevaNormalidad ...nica!!,,,View
11/08/2020 20:33,@pattyulloque,Patricia,FREPAP: A Favor (salvo dos licencias por salud) #VotoDeConfianza,1293359878912847872,,,,2,4,Twitter Web App,7636,973,49,,3/07/2011,"Lima, Peru",Comunicadora y periodista en acción. Ideas y opiniones personales. Hoy en @noticias_tvperu #TvPerú Instagram @pattyulloque,,,View
11/08/2020 20:33,@MarggyBaldeon,🔥Marggy Baldeón,. @PCaterianoB viendo cómo le dan la confianza a @WalterMartosR #VotoDeConfianza,1293359875695824896,,https://pbs.twimg.com/media/EfLv8yhX0AAutDt.jpg,,2,3,Twitter for Android,557,1457,1,,31/07/2012,"Lima, Peru",Comunicadora - Feminista - Animalista Maestría en Periodismo en curso: @USMP_oficial,https://www.facebook.com/margie.baldeonnacion,,View
11/08/2020 20:32,@abelgilvonio,Abel Gilvonio,Empezó la votación #VotoDeConfianza uy me confundí de foto.,1293359763196194818,,https://pbs.twimg.com/media/EfLvvmfWoAEE0xh.jpg,,1,9,Twitter Web App,8819,3882,27,,28/06/2013,"Lima, Peru","Sociólogo, ecologista de izquierda,defensor de derechos humanos y especialista en temas ambientales. Político y antifujialanistas.",,,View
11/08/2020 20:32,@Ja_Bicho,Ja_Bicho 😷,"Teníamos un alcalde corrupto, nos vino uno peor. Teníamos congreso corrupto, nos vino uno peor. Teníamos presidente corrupto, nos vino uno peor. “Más vale malo conocido qué bueno por conocer” #VotoDeConfianza",1293359757877796866,,,,0,0,Twitter for iPhone,118,74,2,,3/09/2009,Lima,"Hincha de Alianza, fanatico de Star Wars, admirador de Beatles, alumno de Macgyver, del Sr. Miyagi y Steve Jobs, devoto del lomo saltado y la salchipapa.",,,View
11/08/2020 20:32,@PCASRIV,Adrian D.,Ya Están votando #VotoDeConfianza,1293359743877218305,,,,0,0,Twitter for Android,170,209,0,,8/04/2014,,Naci en Perú nebraska no confundir. no confundir odio con memoria. Sueño con una Palestina y Siria libre.,,,View
11/08/2020 20:32,@acaibaminombre,deni,"Vota oye, ya hablaron todo el día. #VotoDeConfianza",1293359722364645382,,,,0,0,Twitter for iPhone,255,654,7,,8/07/2009,"Lima, Perú, Tierra.",maracuyá (en un gif),,,View
11/08/2020 20:32,@RicardoAriasOrt,Ricardo Arias 🇵🇪,El #VotoDeConfianza es fijo,1293359636649848832,,,,0,0,Twitter for Android,2522,2458,3,,24/02/2013,"Santiago de Surco, Peru",Comunicador. Trade Marketing. Hincha de Universitario. Amante de la lectura 📚 Instagram: rariasortiz,,,View
