Tweet Text,Label,Clean Tweet,Lenght,Long Number,Short Number,Punctuation,WebSite
The UNITED STATES of AMERICA cannot with stand 4 more years of this moron. We will be a dictatorship society instead of a democracy. This is what Putin wants. RT @ProjectLincoln: Charlottesville was 3 years ago. #NothingHasChanged.,0,the unit state america cannot with stand more year thi moron will dictatorship societi instead democraci thi what putin want projectlincoln charlottesvil wa year ago nothinghaschang,195,0,0,4.103,0
"Because Trump Wants Putin’s boy lukashenko to give him money and dirt RT @McFaul: Belarusians, inside and outside of the country, have reached out to me this week to ask why the West is so indifferent to their courageous fight for democracy. I can't explain. Can you?",1,becaus trump want putin boy lukashenko give him money and dirt mcfaul belarusian insid and outsid the countri have reach out thi week ask whi the west indiffer their courag fight for democraci can explain can you,221,0,0,3.62,0
"#MoscowMitch is truely an empty suit a traitor. He's put himself, Trump & Party before Country. He's accomplished nothing to help Americans and has been instrumental in destroying this Countries safety net. A vote for Mitch et al Repubs is a vote for Putin.  RT @RedTRaccoon: Mitch McConnell Has Been Exposed as an Empty Suit He can't even wrangle his majority behind even the shabbiest facsimile of an economic relief package, and folks back in Kentucky are beginning to take notice.",0,moscowmitch trueli empti suit traitor put himself trump parti befor countri accomplish noth help american and ha been instrument destroy thi countri safeti net vote for mitch repub vote for putin redtraccoon mitch mcconnel ha been expos empti suit can even wrangl hi major behind even the shabbiest facsimil econom relief packag and folk back kentucki are begin take notic,403,0,0,3.474,1
"The explanation is our country has been stolen by Putin’s puppet and his sycophants love money and power more than democracy or morality. RT @McFaul: Belarusians, inside and outside of the country, have reached out to me this week to ask why the West is so indifferent to their courageous fight for democracy. I can't explain. Can you?",1,the explan our countri ha been stolen putin puppet and hi sycoph love money and power more than democraci moral mcfaul belarusian insid and outsid the countri have reach out thi week ask whi the west indiffer their courag fight for democraci can explain can you,278,0,0,3.237,0
"Senate GOP sealed their own fate the do nothing GOP cowtowed to Moscow Mitch and Putin Puppet Donald Trump. They are spending more time looking after Trumps desired than the needs of the country's citizens!!! RT @thehill: The former GOP operatives behind the Lincoln Project are expanding their list of Republican targets, infuriating allies of President Trump and national Republicans scrambling to preserve the GOP majority in the Senate.",1,senat gop seal their own fate the noth gop cowtow moscow mitch and putin puppet donald trump they are spend more time look after trump desir than the need the countri citizen thehil the former gop oper behind the lincoln project are expand their list republican target infuri alli presid trump and nation republican scrambl preserv the gop major the senat,372,0,0,2.419,0
"Joe/Kampala- have the honor of Saving a Nation of total distruction! trump pence barr gop this is just a corrupt mob, nothing more. They are no more for the People then trump or Putin! trumps crimes barr’s crimes are evident! What must occur is the Concept of Accountability!",1,joe kampala have the honor save nation total distruct trump penc barr gop thi just corrupt mob noth more they are more for the peopl then trump putin trump crime barr crime are evid what must occur the concept account,228,0,0,3.509,0
"Just a ""WIN-WIN"" for Putin and his Puppet: Too much of a ""coincidence and apparent move to buy votes for the Dotard! RT @ImpeachmentHour: So Trump says the US will buy 100,000,000 doses of an untested, unproven Russian Covid vaccine! Anybody see this coming?",1,just win win for putin and hi puppet too much coincid and appar move buy vote for the dotard impeachmenthour trump say the will buy dose untest unproven russian covid vaccin anybodi see thi come,215,0,0,6.047,1
"BLACK QUEEN IS GOING TO CHECKMATE PUTIN'S PUPPET #BLACKEXCELLENCE #BLACKGIRLMAGIC RT @GRASSGURU: Why can’t the media just call her Black, she refers to herself as Black. Why is it always woman of color? 🛑 stop it...",0,black queen go checkmat putin puppet blackexcel blackgirlmag grassguru whi can the media just call her black she refer herself black whi alway woman color stop,180,0,0,6.111,0
"While the details may be convoluted, the principle is simple. Siding with a foreign government, over our own, is the most dangerous risk a #POTUS can take. A media firestorm as Trump seems to side with Putin over US intelligence | Fox News",1,while the detail may convolut the principl simpl side with foreign govern over our own the most danger risk potu can take media firestorm trump seem side with putin over intellig fox news,197,0,0,3.553,0
Any attempt that Trump tried to convince the world that he is for Americans went out the door the first time he met with Putin. RT @seanspicer: Any attempt for @JoeBiden to try and call himself a moderate went bye bye,1,ani attempt that trump tri convinc the world that for american went out the door the first time met with putin seanspic ani attempt for joebiden tri and call himself moder went bye bye,177,0,0,2.26,0
Putin loves his new vaccine. Dr. Fauci is doubtful. Where do you think Trump will come down? Ready to roll up your sleeve? @realDonaldTrump #vaccine #BidenHarris2020 RT @nowthisnews: Dr. Fauci says he highly doubts that Russia's vaccine has been proven to be safe during an exclusive conversation with National Geographic as part of their August 13 event 'Stopping Pandemics',1,putin love hi new vaccin fauci doubt where you think trump will come down readi roll your sleev realdonaldtrump vaccin bidenharri nowthisnew fauci say highli doubt that russia vaccin ha been proven safe dure exclus convers with nation geograph part their august event stop pandem,317,0,1,4.416,1
"Belarus today looks like the USA in November 2020. Trump will lie and cheat because that is who he is and what he does. He killed college football, now he's killing the USA! Putin's puppet is running amok!!",0,belaru today look like the usa novemb trump will lie and cheat becaus that who and what doe kill colleg footbal now kill the usa putin puppet run amok,169,0,1,4.734,0
"Putin's ""vaccine"" is quite dangerous according to Canadian infectious disease expert: ""if you have a vaccine that increases acquisition, increases disease severity, you undermine everybody else that may have a better candidate as well."" #RussianVaccine",0,putin vaccin quit danger accord canadian infecti diseas expert you have vaccin that increas acquisit increas diseas sever you undermin everybodi els that may have better candid well russianvaccin,218,0,0,4.587,0
Putin owns our President. @GOPLeader Kevin McCarthy is OK with that too. RT @KimMangone: Retweet so everyone knows that Putin is still placing bounties on our troops. The president is still doing nothing. And my opponent Kevin McCarthy still doesn’t seem to care.,1,putin own our presid goplead kevin mccarthi with that too kimmangon retweet everyon know that putin still place bounti our troop the presid still do noth and oppon kevin mccarthi still doesn seem care,221,0,0,3.62,0
Belarus protests are very inspiring and show that there is a chance for a better life for people living in post-soviet countries. But at the same time it saddens me to think about how a big portion of Russians still supports Putin so there is no hope left for me.,1,belaru protest are veri inspir and show that there chanc for better life for peopl live post soviet countri but the same time sadden think about how big portion russian still support putin there hope left for,214,0,0,1.402,0
"PUTIN/trump 2020 RT @realDonaldTrump: .@KamalaHarris started strong in the Democrat Primaries, and finished weak, ultimately fleeing the race with almost zero support. That’s the kind of opponent everyone dreams of!",1,putin trump realdonaldtrump kamalaharri start strong the democrat primari and finish weak ultim flee the race with almost zero support that the kind oppon everyon dream,186,0,1,4.839,0
#putin my wife and i crossed over thru Bradenburg gate i believe 1986 she tripped a russian soldier helped her up she hugged him and thanked him she gave him a scarf he smiled laughed gave her his hat true friendship i have hat she died i could send picture of hat,1,putin wife and cross over thru bradenburg gate believ she trip russian soldier help her she hug him and thank him she gave him scarf smile laugh gave her hi hat true friendship have hat she die could send pictur hat,213,0,1,0.469,0
When is @realDonaldTrump going to talk to Putin about the bounties on American military members? @SenDuckworth RT @kaitlancollins: President Trump says he spoke to Clemson quarterback Trevor Lawrence and LSU Coach Ed Orgeron about playing college football this fall.,0,when realdonaldtrump go talk putin about the bounti american militari member senduckworth kaitlancollin presid trump say spoke clemson quarterback trevor lawrenc and lsu coach orgeron about play colleg footbal thi fall,228,0,0,2.632,0
"I wanna take this time to discuss the politics of subversion and confusion. The playbook Russia and Putin have used to control and manipulate local elections as well as those of former Soviet satellites like Belarus and Ukraine. RT @maggieNYT: NEW- Kanye West met with Jared Kushner last weekend in CO, as West continues with an effort he has indicated is aimed to harm Biden.",1,wanna take thi time discuss the polit subvers and confus the playbook russia and putin have use control and manipul local elect well those former soviet satellit like belaru and ukrain maggienyt new kany west met with jare kushner last weekend west continu with effort ha indic aim harm biden,312,0,0,2.244,0
I'm surprised @maddow doesn't see what's coning! Putin has a vaccine that @realDonaldTrump is going to use some emergency power and purchase a billion doses for trillions of $$ which takes enough time and when he gets defeated bigly he takes a state visit to Moscow to thank,1,surpris maddow doesn see what cone putin ha vaccin that realdonaldtrump go use some emerg power and purchas billion dose for trillion which take enough time and when get defeat bigli take state visit moscow thank,227,0,0,3.524,0
"Nah. Putin told trump to not talk about family business. Putin OWNS trump. RT @vespertilioAJR: I've no proof of this and it's pure speculation on my part, but a small part of me wonders if Trump has some financial interest in Russian bounties. 🤔",0,nah putin told trump not talk about famili busi putin own trump vespertilioajr proof thi and pure specul part but small part wonder trump ha some financi interest russian bounti,202,0,0,4.455,0
"protest against putin are happening all over russia RIGHT NOW too. i dont see people talking about it enough. we helped u with BLM , now it’s ur turn RT @nbelphie: tw police brutality , blood , death , murder americans, you're NOT the only country in the world. stop ignoring our suffering. you only remember us when YOU need something or when it's haha funny ussr joke. we aren't a meme. we're real people and we need your help. #ЖивеБеларусь",1,protest against putin are happen all over russia right now too dont see peopl talk about enough help with blm now turn nbelphi polic brutal blood death murder american you not the onli countri the world stop ignor our suffer you onli rememb when you need someth when haha funni ussr joke aren meme real peopl and need your help,363,0,0,5.234,0
"Happy to learn that we Zionist (Ust Akil=Jews) control the West. Nay, the world (Putin is loyal & the PRC loves anything Israeli) &amp; yet all Jews are outnumbered by just Istanbul's population. We are supermen, obviously. Instead of remaining powerless, convert &amp; rule the world RT @tomhajjar: @ELuttwak It wasn't Turkey who invaded Iraq, Libya and Syria. Turkey warned this would destabilize the Mideast but the Zionist controlled West didn't care. Turkey has lost countless billions due to the Wests actions.",1,happi learn that zionist ust akil jew control the west nay the world putin loyal the prc love anyth isra amp yet all jew are outnumb just istanbul popul are supermen obvious instead remain powerless convert amp rule the world tomhajjar eluttwak wasn turkey who invad iraq libya and syria turkey warn thi would destabil the mideast but the zionist control west didn care turkey ha lost countless billion due the west action,435,0,0,5.977,0
#BidenHarris is going to take our country back from Putin! RT @chrislongview: The Biden Digital Team wins the morning. This ad is spectacular.,1,bidenharri go take our countri back from putin chrislongview the biden digit team win the morn thi spectacular,120,0,0,5.0,0
#MoscowMitch can only win by cheating. This is opening the door to cheating. Putin will be in the Kentucky data for sure. RT @AmyMcGrathKY: There are more active cases in KY now than there were in June and we had universal mail-in voting. We need it in November to protect Kentuckians.,1,moscowmitch can onli win cheat thi open the door cheat putin will the kentucki data for sure amymcgrathki there are more activ case now than there were june and had univers mail vote need novemb protect kentuckian,235,0,0,3.83,0
Trump: 'George Washington would have had a hard time beating me before the plague came in' Agree if Putin helps you like he did in 2016. Also the move to knock out the Post Office is a master voter suppression move. It will help you get elected. via @YahooNews,0,trump georg washington would have had hard time beat befor the plagu came agre putin help you like did also the move knock out the post offic master voter suppress move will help you get elect via yahoonew,212,0,1,3.302,0
"Hello. The “Green Party” is the “Putin Party” No chance of winning. Financed by big oil to keep the oil hungry, environmental destroying Regime in power. If they say they are voting Green... ignore and BLOCK. #LifeIsTooShort",0,hello the green parti the putin parti chanc win financ big oil keep the oil hungri environment destroy regim power they say they are vote green ignor and block lifeistooshort,188,0,0,4.787,0
"Putin needs to be a decomposing corpse today. The world can't wait. RT @AlexKokcharov: In #Belarus, the state TV is showing visibly terrified detained protesters. They were probably beaten up before their public promises to no longer take part in anti-Lukashenka #protests. This is happening in #Europe in 2020. Just terrible.",0,putin need decompos corps today the world can wait alexkokcharov belaru the state show visibl terrifi detain protest they were probabl beaten befor their public promis longer take part anti lukashenka protest thi happen europ just terribl,276,0,1,5.072,1
"Curious that @Kornacki & @Williams felt compelled to blame the drop in the # of Blacks on @HillaryClinton - no mention of the @Russians who gave disinformation to many Blacks or the fact that 1 of @PUTIN's dinner guests @JillStein announced in June, 2015, 3 mos. after @Hillary.",1,curiou that kornacki william felt compel blame the drop the black hillaryclinton mention the russian who gave disinform mani black the fact that putin dinner guest jillstein announc june mo after hillari,231,0,1,6.494,1
Trump disrespecting Our FLAG HE HAS TO STOP Molesting THE Flag OF THE UNITED STATES Of AMERICA-Ugh Dirty PUTIN PUPPET #VoteBidenHarris #VoteEarlyByMail #FlipTheSenate SAVE,0,trump disrespect our flag ha stop molest the flag the unit state america ugh dirti putin puppet votebidenharri voteearlybymail flipthesen save,148,0,0,2.703,0
#Belarus #Belarusprotests #minsk #LukashenkoLeaveNow still unconfirmed: Lukashenko urgently fly to Moscow for unofficial visit to Putin,1,belaru belarusprotest minsk lukashenkoleavenow still unconfirm lukashenko urgent fli moscow for unoffici visit putin,120,0,0,4.167,0
Putin and Trump focused cyberattacks of misinformation against Kamala Harris in the run up to the primaries. It was affective against Hillary Clinton. Let’s not let our guard down for this election. Vote Biden/Harris not Putin/Trump! #BidenHarris #BidenHarris2020 #BuildBackBetter RT @casey_clemmons: THIS SPEECH HAPPENED 8 DAYS BEFORE THE ELECTION. WATCH EVERY SECOND OF IT. DON'T MISS A THING. WATCH IT THREE TIMES.,0,putin and trump focus cyberattack misinform against kamala harri the run the primari wa affect against hillari clinton let not let our guard down for thi elect vote biden harri not putin trump bidenharri bidenharri buildbackbett casey clemmon thi speech happen day befor the elect watch everi second don miss thing watch three time,356,0,1,4.775,0
We all know he will not *adress* putin. He takes his orders from putin. Putin knows trump is weak and stupid RT @RepSwalwell: It's long past time for Donald Trump to confront Vladimir Putin and tell him that our elections belong to us and us alone.,0,all know will not adress putin take hi order from putin putin know trump weak and stupid repswalwel long past time for donald trump confront vladimir putin and tell him that our elect belong and alon,203,0,0,3.941,0
"""It's really risky."" When Vladimir Putin announced that Russia had approved a Covid-19 vaccine — with no evidence from large-scale clinical trials — vaccine experts were worried.",1,realli riski when vladimir putin announc that russia had approv covid vaccin with evid from larg scale clinic trial vaccin expert were worri,152,0,0,4.605,0
I could just see him inflaming President Putin let alone the China or Iran President ! China and Iran hate the US ! What about Rocketnan bad mix him and Joe!,0,could just see him inflam presid putin let alon the china iran presid china and iran hate the what about rocketnan bad mix him and joe,127,0,0,2.362,0
"Putin's plan for Russia's coronavirus vaccine is at 'high risk of backfiring,' expert says",1,putin plan for russia coronaviru vaccin high risk backfir expert say,77,0,0,6.494,0
"5 Aug.: ""The key players are: Steve Bannon, Roger Stone, Joel Zamel, Brad Parscale, Dan Scavino, Jared Kushner, Paul Manafort, Julian Assange, an assortment of Russian Oligarchs led by Vladimir Putin, and the Mercer family""  RT @Cecalli_Helper: “Social media allows you to reach virtually anyone and to play with their minds. You can do whatever you want. You can be whoever you want. It’s a place where wars are fought, elections are won, and terror is promoted...""  Psy-Group Joel Zamel Royi Burstein",1,aug the key player are steve bannon roger stone joel zamel brad parscal dan scavino jare kushner paul manafort julian assang assort russian oligarch led vladimir putin and the mercer famili cecal helper social media allow you reach virtual anyon and play with their mind you can whatev you want you can whoever you want place where war are fought elect are won and terror promot psi group joel zamel royi burstein,419,0,0,6.444,0
"We're not doing so great on the democracy thing over here... Putin's boyfriend is president. RT @McFaul: Belarusians, inside and outside of the country, have reached out to me this week to ask why the West is so indifferent to their courageous fight for democracy. I can't explain. Can you?",1,not do great the democraci thing over here putin boyfriend presid mcfaul belarusian insid and outsid the countri have reach out thi week ask whi the west indiffer their courag fight for democraci can explain can you,241,0,0,5.809,0
"The Voice of Putin’s GOP sez what? RT @VOANews: U.S. Vice President Mike Pence has weathered storms that have shaken the Trump White House, standing by the president through an impeachment trial and many Cabinet reshuffles. 👉Mike Pence: Backing Up a Demanding Boss",1,the voic putin gop sez what voanew vice presid mike penc ha weather storm that have shaken the trump white hous stand the presid through impeach trial and mani cabinet reshuffl mike penc back demand boss,222,0,0,3.604,0
"5.17M infected, 165k+ dead ""It is what it is"", Trump slogan ""LIve & Let Live. Trump campaign of hatred, violence that is not the party of Lincoln it is the party of fascism that rallies are more about Nazism, not democracy.. White Power, white supremacy. Trump is channeling Putin",1,infect dead what trump slogan live let live trump campaign hatr violenc that not the parti lincoln the parti fascism that ralli are more about nazism not democraci white power white supremaci trump channel putin,232,0,0,6.466,0
"Vladimir Putin has announced that there's now a Russian vaccine for Covid-19. It's very comforting to know, that despite having every other disease known to man, my strippers will be Covid-free!!",1,vladimir putin ha announc that there now russian vaccin for covid veri comfort know that despit have everi other diseas known man stripper will covid free,165,0,0,5.455,1
If Russia comes with a cure. Im all for it. Im noticing media are quick to discredit Putin but not Bill gates. Hmmn,1,russia come with cure all for notic media are quick discredit putin but not bill gate hmmn,93,0,0,3.226,1
🤣 Putin wildin. RT @Reuters: Russia names new COVID-19 vaccine 'Sputnik V' in reference to Cold War space race,0,putin wildin reuter russia name new covid vaccin sputnik refer cold war space race,92,0,0,6.522,0
"Putin & Russia are Facing a Very Serious Crisis in Belarus ""If Lukashenko is overthrown, we can be pretty darn sure that whoever comes to power will be 1)vetted by the USA &amp; 2)rabidly anti-Russian"" By The Saker",1,putin russia are face veri seriou crisi belaru lukashenko overthrown can pretti darn sure that whoever come power will vet the usa amp rabidli anti russian the saker,177,0,0,5.085,1
"If Trump thinks that his crowds will be only ones to show up when he loses, he is mistaken, we too will be there to fend them off. They better be prepared for a showdown with us and we the people are tired for that FUC**KING Vladimir Putin ASSHOL**E FUC**KING with our ELECTIONS.",0,trump think that hi crowd will onli one show when lose mistaken too will there fend them off they better prepar for showdown with and the peopl are tire for that fuc king vladimir putin asshol fuc king with our elect,227,0,0,4.405,0
I’m confused: Putin’s support isn’t enough? RT @NatashaBertrand: Ron Johnson says he hasn’t been able to subpoena Comey and Brennan because of resistance to his investigations from fellow Republicans Via ⁦@kyledcheney⁩,1,confus putin support isn enough natashabertrand ron johnson say hasn been abl subpoena comey and brennan becaus resist hi investig from fellow republican via kyledcheney,188,0,0,2.66,0
IMO @11thHour Brian American social media users are capable of understanding the #Russians will try to do same thing to #Kamala they did to #Hillary with #Misinformation about crimes she never committed & only MSM can set the record straight THIS TIME stand up for USA not #Putin,1,imo thhour brian american social media user are capabl understand the russian will tri same thing kamala they did hillari with misinform about crime she never commit onli msm can set the record straight thi time stand for usa not putin,232,0,0,3.017,1
"Remember when Putin was the big bag boogeyman? Putin has always been fundamentally a rightist. During the Obama years he led the global right. Since Trump won, we haven’t had any issues with Russia. Coincidence? Just wanted to clear that up for the obstinate among us.",1,rememb when putin wa the big bag boogeyman putin ha alway been fundament rightist dure the obama year led the global right sinc trump won haven had ani issu with russia coincid just want clear that for the obstin among,223,0,0,3.139,0
.An Air Force helicopter was shot at over Virginia with pilot injured. Trump will say it’s ok as it was simply Russian target practice & he cleared it with Putin first.,1,air forc helicopt wa shot over virginia with pilot injur trump will say wa simpli russian target practic clear with putin first,138,0,0,2.899,0
"Trump is taking all of his intelligence briefings from Vlad Putin on the phone -- ""so America can just suck it!"" RT @svdate: NEW -- Ever since it came out that he had ignored Russian bounties being paid for murdered American soldiers, Trump has much pretty stopped scheduling intelligence briefings.",1,trump take all hi intellig brief from vlad putin the phone america can just suck svdate new ever sinc came out that had ignor russian bounti be paid for murder american soldier trump ha much pretti stop schedul intellig brief,250,0,0,4.4,0
"Interests Over America!! Putin Even Killed it’s Enemies on American/British soils !! Not just in Russia, but Abroad as well, even in the USA, & trump said he Believes America’s number one Enemy Putin, America’s own National Security Agencies!! Trump is Allowing Russian",1,interest over america putin even kill enemi american british soil not just russia but abroad well even the usa trump said believ america number one enemi putin america own nation secur agenc trump allow russian,227,0,0,5.286,0
"Yep. And might I add, a fucking fascist who looks up to Putin. What a putz. #BidenHarris2020 💙 RT @Ghostipher: Trump thinks every person who lives in the burbs is white.. what a fucking racist moron 🤦🏻‍♂️",0,yep and might add fuck fascist who look putin what putz bidenharri ghostiph trump think everi person who live the burb white what fuck racist moron,168,0,1,5.357,0
"If Trump & Republicans can Terminate Social Security , They can steal your Pension Funds , 401 K's and Annuity Funds. Don't doubt for one minute that they can't engineer a Stock Market crash .They will steal the wealth of our Nation like Putin did with Russia's wealth. Fuck Trump",0,trump republican can termin social secur they can steal your pension fund and annuiti fund don doubt for one minut that they can engin stock market crash they will steal the wealth our nation like putin did with russia wealth fuck trump,231,0,0,4.329,0
So tell me again how refocusing the US role in NATO on defending Poland is a sop to Putin? RT @adam_tooze: 12 August 1920: Battle for Warsaw begins. Decisive struggle in history of Russian revolution & 20th century. Red Army mounts devastating attack on Polish forces in Modlin fortress. Soviets drive as far as Izabelin. This essay is Norman Davies at his best:,1,tell again how refocus the role nato defend poland sop putin adam tooz august battl for warsaw begin decis struggl histori russian revolut centuri red armi mount devast attack polish forc modlin fortress soviet drive far izabelin thi essay norman davi hi best,300,0,1,3.667,0
"Wow. Belarus. What a tragedy… thank you Putin for this too! RT @AlexKokcharov: In #Belarus, the state TV is showing visibly terrified detained protesters. They were probably beaten up before their public promises to no longer take part in anti-Lukashenka #protests. This is happening in #Europe in 2020. Just terrible.",0,wow belaru what tragedi thank you putin for thi too alexkokcharov belaru the state show visibl terrifi detain protest they were probabl beaten befor their public promis longer take part anti lukashenka protest thi happen europ just terribl,269,0,1,5.204,0
"I need to walk that back. Russian trolls put out the same info. I'm suspicious of who came first, QAnon or Russian operatives. The chicken or the egg? How much is Putin's work? Most lies circulated by these trolls, be they American/Russia or other are pro Russia and pro Trump. RT @ThaddMEvans: From Russia? interesting and shocking. Has the mainstream media reported this?",0,need walk that back russian troll put out the same info suspici who came first qanon russian oper the chicken the egg how much putin work most lie circul these troll they american russia other are pro russia and pro trump thaddmevan from russia interest and shock ha the mainstream media report thi,311,0,0,5.145,0
"Called, it. Called it the moment Putin said he had an unproved vaccine. How else is he going transfer billions to Vlad in plain sight. #TrumpIsACompleteFailure RT @ImpeachmentHour: So Trump says the US will buy 100,000,000 doses of an untested, unproven Russian Covid vaccine! Anybody see this coming?",0,call call the moment putin said had unprov vaccin how els go transfer billion vlad plain sight trumpisacompletefailur impeachmenthour trump say the will buy dose untest unproven russian covid vaccin anybodi see thi come,254,0,0,4.724,1
"The great #JamesMichener: “youth is truth.” Time to let the young run Belarus. Lukashenko Resolves this by disappearing. Putin won’t be so lucky. #dictatorrot RT @MBKhMedia: По белорусскому телевидению показывают сильно избитую молодежь, которая испуганно выражает раскаяние. Видео: Расстрига",1,the great jamesmichen youth truth time let the young run belaru lukashenko resolv thi disappear putin won lucki dictatorrot mbkhmedia,254,0,0,4.724,0
"That's part of the republican/trump/koch/putin plan to privatize our public services so the 1% will own everything & the middle class will become the new serf class RT @Kubena: @ConserveLetters @aabl57 The postal service employs 600,000 people nationwide - many vets. How many of these will lose their jobs if trump slows down or closes? Millions of recipients of Social Security checks and people who depend on this service would be affected if he succeeds.",1,that part the republican trump koch putin plan privat our public servic the will own everyth the middl class will becom the new serf class kubena conservelett aabl the postal servic employ peopl nationwid mani vet how mani these will lose their job trump slow down close million recipi social secur check and peopl who depend thi servic would affect succe,384,0,0,3.906,1
Trump a conspiracy nut..makes sense he’d welcome another crazy conspiracy nut..and group! The GOP is now the party of crazies and traitors... Moscow Mitch plus group who went to dine with Putin The freedom wing of goofball GOP Louie G 🤪 The 3 stooges...Gym..Gaetz..Nunes RT @GOPAmericanMom: Anyone still think the GOP is worth saving?,1,trump conspiraci nut make sens welcom anoth crazi conspiraci nut and group the gop now the parti crazi and traitor moscow mitch plu group who went dine with putin the freedom wing goofbal gop louie the stoog gym gaetz nune gopamericanmom anyon still think the gop worth save,281,0,0,6.406,1
"Trump wants to unleash this vaccine, that hasn’t been properly studied by Putin/Russia, to make him look good before the election. Nothing good comes out of making choices that only support your image, and not the whole.",1,trump want unleash thi vaccin that hasn been properli studi putin russia make him look good befor the elect noth good come out make choic that onli support your imag and not the whole,184,0,0,3.261,1
So is Putin. He's the one that spread the misinformation about her record as DA/AG RT @H_MitchellPhoto: The one thing that’s become abundantly clear over the past 24 hours is that Donald Trump and the Republican Party are terrified of Kamala Harris.,0,putin the one that spread the misinform about her record mitchellphoto the one thing that becom abundantli clear over the past hour that donald trump and the republican parti are terrifi kamala harri,208,0,0,3.365,1
"Interesting that President Vladimir Putin did not take the first inoculation of his so called vaccine. Russia Claims 1st Covid Vaccine ""Sputnik V""; Putin's Daughter Inoculated  via @ndtv",1,interest that presid vladimir putin did not take the first inocul hi call vaccin russia claim covid vaccin sputnik putin daughter inocul via ndtv,158,0,0,3.797,0
"Russian is Nothing but a ‘Banana Republic’ with Nuclear Weapons, led by a Dictator Putin, who Murdered his Enemies @ home or Abroad!! A man who trump Believed/Trusted Above America’s Own National Security Agencies!! Putin is KGB, period, & will do Anything to Elevate Russian",1,russian noth but banana republ with nuclear weapon led dictat putin who murder hi enemi home abroad man who trump believ trust abov america own nation secur agenc putin kgb period will anyth elev russian,231,0,0,4.762,0
"I tweeted this at 9:26 am The day after Trump called the virus a democratic hoax at his hate rally I tweeted that every state was on their own. I am getting bad vibes about this so called Russian vaccine. Watch for billions paid for the vaccine from Putin and trump is a hero RT @ImpeachmentHour: So Trump says the US will buy 100,000,000 doses of an untested, unproven Russian Covid vaccine! Anybody see this coming?",0,tweet thi the day after trump call the viru democrat hoax hi hate ralli tweet that everi state wa their own get bad vibe about thi call russian vaccin watch for billion paid for the vaccin from putin and trump hero impeachmenthour trump say the will buy dose untest unproven russian covid vaccin anybodi see thi come,342,0,0,2.924,1
"“the actions and behavior of Vladimir Putin’s regime pose a threat to American interests and values, requiring strong pushback.” Interesting background context on the RSA discussions cc @UraniumTails RT @anders_aslund: Our response that this is not the time for any US reset with Putin's Russia.",1,the action and behavior vladimir putin regim pose threat american interest and valu requir strong pushback interest background context the rsa discuss uraniumtail ander aslund our respons that thi not the time for ani reset with putin russia,251,0,0,3.187,0
"When you’re on a rapidly sinking ship, you’ll grasp at any crap garbage shit to throw against the wall to see what sticks. The orange orangutan Putin puppet bitch is “going down”! 😁#BidenHarris2020Landslide #TrumpIsANationalDisgrace #TrumpIsACompleteFailure RT @bamableu: I don’t get it. The Trumplicans are arguing that Biden picked Harris because she’s black. Then they say she’s not actually black. How does this even make sense?",0,when you rapidli sink ship you grasp ani crap garbag shit throw against the wall see what stick the orang orangutan putin puppet bitch go down bidenharri landslid trumpisanationaldisgrac trumpisacompletefailur bamableu don get the trumplican are argu that biden pick harri becaus she black then they say she not actual black how doe thi even make sens,368,0,1,3.261,0
"It would need to be a series,like House of Cards, you have the suicides, the sexual assaults, bodies in bags.This is a corrupt Establishment! Russian roubles are flushing through our system, this is dirty money poisoning our Democracy, orchestrated by Putin! Waken up you tossers! RT @daddofriel: @helenmallam What I would give for #C4News, #newsnight, any of them to give over one whole edition just to investigating corruption here, in our Gov't #ToryCorruption",0,would need seri like hous card you have the suicid the sexual assault bodi bag thi corrupt establish russian roubl are flush through our system thi dirti money poison our democraci orchestr putin waken you tosser daddofriel helenmallam what would give for news newsnight ani them give over one whole edit just investig corrupt here our gov torycorrupt,391,0,0,5.115,0
"Trump's ONLY vote will be from Vladamir Putin but in 2020 the American People will NOT allow Trump to cheat his way to reelection. Me & my family are voting by mail to keep us safe from COVID-19 &amp; to prevent Traitor Trump from cheating #StopTrumpFromCheating #VoteByMail2020 RT @CoryBooker: Donaled, your racism is showing. -Cory",1,trump onli vote will from vladamir putin but the american peopl will not allow trump cheat hi way reelect famili are vote mail keep safe from covid amp prevent traitor trump from cheat stoptrumpfromch votebymail corybook donal your racism show cori,279,0,2,4.659,0
"Mr Putin may I introduce K I'm a La La Harris Putin BWAahahaha, Do you also know about ""The Thing""? RT @MustangMan_TX: Is Kamala Harris even black?",0,putin may introduc harri putin bwaahahaha you also know about the thing mustangman kamala harri even black,121,0,0,7.438,0
Some women are really smart wallah.,1,some women are realli smart wallah,30,0,0,3.333,0
"LOOK AT THIS QUID PRO QUO CLOWN OF PUTIN & AUTOCRATS CIRCUS! RT @RWTrollPatrol: @realDonaldTrump GOOD EVENING PUPPET! #QuidProQuoTrump Best Video of the Year award goes to @Eleven_Films This video has over 20 million views, let's get it up to 25 million views. #AnyoneButTrump2020",1,look thi quid pro quo clown putin autocrat circu rwtrollpatrol realdonaldtrump good even puppet quidproquotrump best video the year award goe eleven film thi video ha over million view let get million view anyonebuttrump,237,0,1,5.485,0
